open,high,low,close,range,m.open,m.high,m.low,m.close,m.range,tal
1.0913,1.0924,1.09095,1.0923,0.00145,-0.00065,0.0004,-0.00035,0.001,0.00075,10
1.0923,1.093,1.0923,1.09275,0.0007,0.001,0.0006,0.00135,0.00045,-0.00075,10
1.09185,1.0928,1.09185,1.09275,0.00095,-0.00065,5e-05,0.00015,0.0009,-0.0001,10
1.09165,1.0921,1.09135,1.092,0.00075,-0.00075,-0.00035,-0.0003,0.00035,-5e-05,10
1.09225,1.0926,1.09185,1.09195,0.00075,0.00025,0.0001,-0.00015,-0.0003,0.00025,10
1.09195,1.0922,1.0917,1.09185,0.0005,-0.0003,-0.0004,-0.00015,-0.0001,-0.00025,10
1.09195,1.0922,1.0917,1.09185,0.0005,-0.0003,-0.0004,-0.00015,-0.0001,-0.00025,10
1.09185,1.09215,1.09165,1.0917,0.0005,-0.0001,-5e-05,-5e-05,-0.00015,0.0,10
1.0917,1.0921,1.0917,1.09185,0.0004,-0.00015,-5e-05,5e-05,0.00015,-0.0001,10
1.09205,1.0927,1.09175,1.09245,0.00095,0.0002,0.0005,-5e-05,0.0004,0.00055,10
1.09205,1.0927,1.09175,1.09245,0.00095,0.0002,0.0005,-5e-05,0.0004,0.00055,10
1.09245,1.0925,1.0919,1.09195,0.0006,0.0004,-0.0002,0.00015,-0.0005,-0.00035,10
1.09255,1.09255,1.09155,1.0919,0.001,0.00105,-5e-05,0.0001,-0.00065,-0.00015,10
1.0919,1.0924,1.09175,1.09205,0.00065,-0.00065,-0.00015,0.0002,0.00015,-0.00035,10
1.09205,1.09205,1.0912,1.0914,0.00085,0.00015,-0.00035,-0.00055,-0.00065,0.0002,10
1.0914,1.0931,1.09105,1.0927,0.00205,-0.00065,0.00105,-0.00015,0.0013,0.0012,10
1.09285,1.0945,1.0928,1.0945,0.0017,0.00015,0.0015,0.0005,0.00165,0.001,10
1.0945,1.0964,1.09445,1.0959,0.00195,0.00165,0.0019,0.00165,0.0014,0.00025,10
1.0969,1.0974,1.0968,1.09705,0.0006,0.0006,0.0004,0.00055,0.00015,-0.00015,10
1.09705,1.09735,1.0967,1.09725,0.00065,0.00015,-5e-05,-0.0001,0.0002,5e-05,10
1.09725,1.09755,1.0971,1.09735,0.00045,0.0002,0.0002,0.0004,0.0001,-0.0002,10
1.09735,1.0976,1.0973,1.0976,0.0003,0.0001,5e-05,0.0002,0.00025,-0.00015,10
1.0976,1.09795,1.09755,1.09775,0.0004,0.00025,0.00035,0.00025,0.00015,0.0001,10
1.0993,1.0993,1.0992,1.0993,0.0001,0.0001,-0.0001,5e-05,0.0,-0.00015,25
1.0993,1.0994,1.0991,1.0992,0.0003,0.0,0.0001,-0.0001,-0.0001,0.0002,25
1.0992,1.09925,1.0989,1.0989,0.00035,-0.0001,-0.00015,-0.0002,-0.0003,5e-05,25
1.0989,1.09895,1.0987,1.09895,0.00025,-0.0003,-0.0003,-0.0002,5e-05,-0.0001,25
1.09895,1.09895,1.09865,1.0987,0.0003,5e-05,0.0,-5e-05,-0.00025,5e-05,25
1.0986,1.09905,1.09835,1.09845,0.0007,-0.00015,0.0,-0.00015,-0.00015,0.00015,25
1.09975,1.1004,1.0993,1.09935,0.0011,0.0003,0.0005,0.0001,-0.0004,0.0004,25
1.1002,1.10065,1.10005,1.1003,0.0006,0.00015,0.0003,0.00015,0.0001,0.00015,25
1.1003,1.1008,1.1003,1.1007,0.0005,0.0001,0.00015,0.00025,0.0004,-0.0001,25
1.09825,1.0984,1.09685,1.09695,0.00155,-0.0001,-0.0003,-0.0012,-0.0013,0.0009,25
1.09695,1.09785,1.0968,1.09775,0.00105,-0.0013,-0.00055,-5e-05,0.0008,-0.0005,25
1.09785,1.0985,1.0978,1.09815,0.0007,0.0001,0.00045,0.00045,0.0003,-0.0,25
1.09875,1.09885,1.0977,1.09775,0.00115,0.0006,-0.0001,5e-05,-0.001,-0.00015,25
1.09525,1.09565,1.09485,1.0954,0.0008,-0.0009,-0.0008,-0.0004,0.00015,-0.0004,25
1.0954,1.0957,1.09505,1.0954,0.00065,0.00015,5e-05,0.0002,0.0,-0.00015,25
1.0954,1.0957,1.0951,1.0955,0.0006,0.0,0.0,5e-05,0.0001,-5e-05,25
1.0955,1.0957,1.09535,1.09545,0.00035,0.0001,0.0,0.00025,-5e-05,-0.00025,25
1.09545,1.0955,1.095,1.0953,0.0005,-5e-05,-0.0002,-0.00035,-0.00015,0.00015,25
1.0953,1.09545,1.0951,1.09525,0.00035,-0.00015,-5e-05,0.0001,-5e-05,-0.00015,25
1.0933,1.09345,1.0929,1.0934,0.00055,0.0,5e-05,-0.00025,0.0001,0.0003,38
1.0934,1.09345,1.0929,1.0933,0.00055,0.0001,0.0,0.0,-0.0001,0.0,38
1.09305,1.09325,1.09275,1.09275,0.0005,-0.00025,-0.00015,-0.00025,-0.0003,0.0001,38
1.09305,1.09335,1.0929,1.09325,0.00045,0.0003,0.0001,0.00015,0.0002,-5e-05,38
1.09325,1.09335,1.09275,1.09295,0.0006,0.0002,0.0,-0.00015,-0.0003,0.00015,38
1.09215,1.09265,1.09205,1.0923,0.0006,-0.0005,0.0,-5e-05,0.00015,5e-05,38
1.0923,1.0926,1.092,1.09225,0.0006,0.00015,-5e-05,-5e-05,-5e-05,0.0,38
1.09225,1.09225,1.0876,1.08795,0.00465,-5e-05,-0.00035,-0.0044,-0.0043,0.00405,38
1.0867,1.08745,1.0865,1.0869,0.00095,-0.00125,-0.0005,0.0011,0.0002,-0.0016,38
1.0869,1.08745,1.0864,1.08665,0.00105,0.0002,0.0,-0.0001,-0.00025,0.0001,38
1.08665,1.0873,1.08605,1.08695,0.00125,-0.00025,-0.00015,-0.00035,0.0003,0.0002,38
1.08695,1.087,1.0859,1.08595,0.0011,0.0003,-0.0003,-0.00015,-0.001,-0.00015,38
1.08595,1.08645,1.08485,1.0849,0.0016,-0.001,-0.00055,-0.00105,-0.00105,0.0005,38
1.08625,1.0868,1.08625,1.0866,0.00055,0.00015,0.00035,0.0002,0.00035,0.00015,38
1.08745,1.08795,1.0872,1.0876,0.00075,0.0004,0.0002,0.00015,0.00015,5e-05,38
1.0876,1.0886,1.0876,1.0885,0.001,0.00015,0.00065,0.0004,0.0009,0.00025,38
1.0885,1.0896,1.0885,1.0894,0.0011,0.0009,0.001,0.0009,0.0009,0.0001,38
1.0894,1.08955,1.0885,1.08855,0.00105,0.0009,-5e-05,0.0,-0.00085,-5e-05,38
1.0892,1.09005,1.0891,1.08975,0.00095,0.00045,0.00075,0.0005,0.00055,0.00025,38
1.08975,1.08995,1.08915,1.08935,0.0008,0.00055,-0.0001,5e-05,-0.0004,-0.00015,38
1.08935,1.0903,1.08835,1.08835,0.00195,-0.0004,0.00035,-0.0008,-0.001,0.00115,38
1.08835,1.08985,1.0881,1.0892,0.00175,-0.001,-0.00045,-0.00025,0.00085,-0.0002,38
1.0892,1.08965,1.0886,1.0893,0.00105,0.00085,-0.0002,0.0005,0.0001,-0.0007,38
1.0893,1.08945,1.08835,1.0884,0.0011,0.0001,-0.0002,-0.00025,-0.0009,5e-05,38
1.0884,1.0885,1.0879,1.08825,0.0006,-0.0009,-0.00095,-0.00045,-0.00015,-0.0005,38
1.0884,1.0885,1.0879,1.08825,0.0006,-0.0009,-0.00095,-0.00045,-0.00015,-0.0005,38
1.08825,1.08865,1.08805,1.08815,0.0006,-0.00015,0.00015,0.00015,-0.0001,0.0,38
1.08825,1.08865,1.08805,1.08815,0.0006,-0.00015,0.00015,0.00015,-0.0001,0.0,38
1.08815,1.08865,1.0879,1.08815,0.00075,-0.0001,0.0,-0.00015,0.0,0.00015,38
1.08815,1.08865,1.0879,1.08815,0.00075,-0.0001,0.0,-0.00015,0.0,0.00015,38
1.08815,1.0892,1.08805,1.0892,0.00115,0.0,0.00055,0.00015,0.00105,0.0004,38
1.0892,1.08925,1.0886,1.0886,0.00065,0.00105,5e-05,0.00055,-0.0006,-0.0005,38
1.0886,1.0887,1.08825,1.0886,0.00045,-0.0006,-0.00055,-0.00035,0.0,-0.0002,38
1.0888,1.0889,1.08865,1.0888,0.00025,0.0002,-5e-05,0.0001,0.0,-0.00015,38
1.0888,1.089,1.08855,1.0886,0.00045,0.0,0.0001,-0.0001,-0.0002,0.0002,38
1.0894,1.08945,1.08905,1.0892,0.0004,0.0008,5e-05,0.00045,-0.0002,-0.0004,38
1.0892,1.08965,1.0892,1.08945,0.00045,-0.0002,0.0002,0.00015,0.00025,5e-05,38
1.08945,1.0896,1.08935,1.0895,0.00025,0.00025,-5e-05,0.00015,5e-05,-0.0002,38
1.0895,1.0895,1.0891,1.0893,0.0004,5e-05,-0.0001,-0.00025,-0.0002,0.00015,38
1.0893,1.08935,1.0892,1.0892,0.00015,-0.0002,-0.00015,0.0001,-0.0001,-0.00025,38
1.0906,1.09085,1.0905,1.09075,0.00035,5e-05,0.00015,0.0,0.00015,0.00015,40
1.0901,1.0903,1.09005,1.09025,0.00025,-0.0003,-0.0001,5e-05,0.00015,-0.00015,40
1.0901,1.0903,1.09005,1.09025,0.00025,-0.0003,-0.0001,5e-05,0.00015,-0.00015,40
1.09025,1.0906,1.0902,1.09055,0.0004,0.00015,0.0003,0.00015,0.0003,0.00015,40
1.09055,1.0908,1.09055,1.09065,0.00025,0.0003,0.0002,0.00035,0.0001,-0.00015,40
1.09065,1.091,1.0906,1.09095,0.0004,0.0001,0.0002,5e-05,0.0003,0.00015,40
1.0907,1.0911,1.09045,1.09075,0.00065,-0.00025,0.0001,-0.0001,5e-05,0.0002,40
1.09075,1.09075,1.0902,1.09025,0.00055,5e-05,-0.00035,-0.00025,-0.0005,-0.0001,40
1.09005,1.09065,1.09,1.0903,0.00065,-0.0002,0.00025,0.00025,0.00025,0.0,40
1.0903,1.09065,1.0902,1.09025,0.00045,0.00025,0.0,0.0002,-5e-05,-0.0002,40
1.08985,1.0906,1.0897,1.09025,0.0009,-0.0005,0.00015,0.00015,0.0004,-0.0,40
1.08985,1.0906,1.0897,1.09025,0.0009,-0.0005,0.00015,0.00015,0.0004,-0.0,40
1.0893,1.08945,1.08885,1.0893,0.0006,-0.00095,-0.0009,0.00015,0.0,-0.00105,40
1.0893,1.0893,1.08875,1.08885,0.00055,0.0,-0.00015,-0.0001,-0.00045,-5e-05,40
1.0893,1.0893,1.08875,1.08885,0.00055,0.0,-0.00015,-0.0001,-0.00045,-5e-05,40
1.08885,1.08935,1.0888,1.0892,0.00055,-0.00045,5e-05,5e-05,0.00035,0.0,40
1.08945,1.0897,1.08925,1.08955,0.00045,0.00025,0.0001,0.00015,0.0001,-5e-05,40
1.09055,1.0907,1.0904,1.09045,0.0003,-5e-05,0.0,0.0001,-0.0001,-0.0001,40
1.09055,1.0915,1.09045,1.09125,0.00105,-0.0001,0.0007,0.0001,0.0007,0.0006,40
1.09175,1.09195,1.0914,1.0917,0.00055,0.0005,0.00015,0.0003,-5e-05,-0.00015,40
1.09175,1.09195,1.09145,1.0919,0.0005,-0.00015,-5e-05,5e-05,0.00015,-0.0001,40
1.0919,1.092,1.09135,1.0914,0.00065,0.00015,5e-05,-0.0001,-0.0005,0.00015,40
1.0911,1.0913,1.0908,1.09125,0.0005,-0.0003,-0.00035,-0.0001,0.00015,-0.00025,40
1.09125,1.0916,1.09085,1.09095,0.00075,0.00015,0.0003,5e-05,-0.0003,0.00025,40
1.09095,1.09125,1.0908,1.091,0.00045,-0.0003,-0.00035,-5e-05,5e-05,-0.0003,40
1.09115,1.0915,1.09095,1.09135,0.00055,0.00035,0.00035,0.0004,0.0002,-5e-05,40
1.09115,1.0915,1.09095,1.09135,0.00055,0.00035,0.00035,0.0004,0.0002,-5e-05,40
1.09135,1.09155,1.0912,1.0915,0.00035,0.0002,5e-05,0.00025,0.00015,-0.0002,40
1.0908,1.0909,1.09025,1.09025,0.00065,-0.00015,-5e-05,-0.0004,-0.00055,0.00035,40
1.09025,1.09025,1.08995,1.09015,0.0003,-0.00055,-0.00065,-0.0003,-0.0001,-0.00035,40
1.09015,1.091,1.09015,1.0909,0.00085,-0.0001,0.00075,0.0002,0.00075,0.00055,40
1.0907,1.0913,1.09065,1.09125,0.00065,-0.0002,0.00035,0.0,0.00055,0.00035,40
1.0927,1.0928,1.0926,1.0928,0.0002,-0.0001,0.0,0.0,0.0001,0.0,31
1.09235,1.0927,1.0923,1.0926,0.0004,-0.0003,-5e-05,0.0,0.00025,-5e-05,31
1.09215,1.0924,1.09175,1.09175,0.00065,-0.00055,-0.0003,-0.00035,-0.0004,5e-05,31
1.09175,1.0925,1.0916,1.0924,0.0009,-0.0004,0.0001,-0.00015,0.00065,0.00025,31
1.0924,1.09275,1.0922,1.09265,0.00055,0.00065,0.00025,0.0006,0.00025,-0.00035,31
1.09265,1.0931,1.0925,1.09305,0.0006,0.00025,0.00035,0.0003,0.0004,5e-05,31
1.09365,1.09415,1.0936,1.09395,0.00055,0.0,0.0004,0.0005,0.0003,-0.0001,31
1.09395,1.0944,1.0937,1.09405,0.0007,0.0003,0.00025,0.0001,0.0001,0.00015,31
1.09405,1.0941,1.09365,1.09405,0.00045,0.0001,-0.0003,-5e-05,0.0,-0.00025,31
1.09405,1.0941,1.09345,1.09375,0.00065,0.0,0.0,-0.0002,-0.0003,0.0002,31
1.09375,1.09415,1.0936,1.09395,0.00055,-0.0003,5e-05,0.00015,0.0002,-0.0001,31
1.09305,1.0933,1.0926,1.093,0.0007,-0.0009,-0.0007,-0.0003,-5e-05,-0.0004,31
1.093,1.09385,1.09295,1.09345,0.0009,-5e-05,0.00055,0.00035,0.00045,0.0002,31
1.093,1.09385,1.09295,1.09345,0.0009,-5e-05,0.00055,0.00035,0.00045,0.0002,31
1.09345,1.0945,1.09345,1.0941,0.00105,0.00045,0.00065,0.0005,0.00065,0.00015,31
1.0941,1.0946,1.0941,1.09435,0.0005,0.00065,0.0001,0.00065,0.00025,-0.00055,31
1.09415,1.0947,1.09405,1.09465,0.00065,-0.0002,0.00035,0.0002,0.0005,0.00015,31
1.09465,1.0953,1.0946,1.09515,0.0007,0.0005,0.0006,0.00055,0.0005,5e-05,31
1.09515,1.09525,1.09475,1.09505,0.0005,0.0005,-5e-05,0.00015,-0.0001,-0.0002,31
1.09455,1.0947,1.0943,1.0944,0.0004,-0.0005,-0.00035,-0.0002,-0.00015,-0.00015,31
1.0944,1.09485,1.0943,1.09445,0.00055,-0.00015,0.00015,0.0,5e-05,0.00015,31
1.0944,1.09485,1.0943,1.09445,0.00055,-0.00015,0.00015,0.0,5e-05,0.00015,31
1.09445,1.0953,1.09445,1.0953,0.00085,5e-05,0.00045,0.00015,0.00085,0.0003,31
1.0965,1.0973,1.0965,1.0972,0.0008,-5e-05,0.0007,0.00035,0.0007,0.00035,31
1.09445,1.0961,1.09445,1.09595,0.00165,-0.00215,-0.00075,0.0002,0.0015,-0.00095,31
1.09595,1.0965,1.09485,1.09535,0.00165,0.0015,0.0004,0.0004,-0.0006,0.0,31
1.09535,1.09585,1.09475,1.0949,0.0011,-0.0006,-0.00065,-0.0001,-0.00045,-0.00055,31
1.0949,1.09515,1.0946,1.09485,0.00055,-0.00045,-0.0007,-0.00015,-5e-05,-0.00055,31
1.09605,1.09625,1.09575,1.096,0.0005,0.00055,-5e-05,0.0003,-5e-05,-0.00035,31
1.096,1.09655,1.0959,1.09645,0.00065,-5e-05,0.0003,0.00015,0.00045,0.00015,31
1.09645,1.09655,1.0961,1.0961,0.00045,0.00045,0.0,0.0002,-0.00035,-0.0002,31
1.09575,1.09615,1.09575,1.0959,0.0004,-0.00035,-5e-05,5e-05,0.00015,-0.0001,31
1.0959,1.09595,1.0955,1.09565,0.00045,0.00015,-0.0002,-0.00025,-0.00025,5e-05,31
1.09565,1.09605,1.09565,1.096,0.0004,-0.00025,0.0001,0.00015,0.00035,-5e-05,31
1.096,1.0962,1.09595,1.09605,0.00025,0.00035,0.00015,0.0003,5e-05,-0.00015,31
1.09605,1.0964,1.096,1.0962,0.0004,5e-05,0.0002,5e-05,0.00015,0.00015,31
1.0962,1.09625,1.09605,1.0961,0.0002,0.00015,-0.00015,5e-05,-0.0001,-0.0002,31
1.09535,1.09535,1.0949,1.09495,0.00045,0.00025,0.0,-0.0002,-0.0004,0.0002,29
1.095,1.0952,1.09475,1.0952,0.00045,0.00015,0.00015,5e-05,0.0002,0.0001,29
1.0952,1.0955,1.095,1.09525,0.0005,0.0002,0.0003,0.00025,5e-05,5e-05,29
1.09525,1.0954,1.0951,1.09535,0.0003,5e-05,-0.0001,0.0001,0.0001,-0.0002,29
1.09535,1.0955,1.09505,1.0951,0.00045,0.0001,0.0001,-5e-05,-0.00025,0.00015,29
1.0948,1.09515,1.09465,1.09495,0.0005,0.001,0.00025,0.00085,0.00015,-0.0006,29
1.09495,1.0954,1.09475,1.0954,0.00065,0.00015,0.00025,0.0001,0.00045,0.00015,29
1.0954,1.0957,1.09505,1.09525,0.00065,0.00045,0.0003,0.0003,-0.00015,0.0,29
1.09525,1.0957,1.0949,1.0957,0.0008,-0.00015,0.0,-0.00015,0.00045,0.00015,29
1.09515,1.09535,1.0945,1.09475,0.00085,0.00015,0.0,-0.0003,-0.0004,0.0003,29
1.09535,1.0961,1.09535,1.0959,0.00075,0.0006,0.00045,0.0008,0.00055,-0.00035,29
1.0959,1.09625,1.0955,1.09565,0.00075,0.00055,0.00015,0.00015,-0.00025,0.0,29
1.09565,1.09595,1.09535,1.09545,0.0006,-0.00025,-0.0003,-0.00015,-0.0002,-0.00015,29
1.09565,1.09595,1.09535,1.09545,0.0006,-0.00025,-0.0003,-0.00015,-0.0002,-0.00015,29
1.0928,1.09335,1.0924,1.0924,0.00095,5e-05,0.0,-0.0002,-0.0004,0.0002,29
1.0924,1.09345,1.0924,1.0934,0.00105,-0.0004,0.0001,0.0,0.001,0.0001,29
1.0934,1.09445,1.0927,1.09305,0.00175,0.001,0.001,0.0003,-0.00035,0.0007,29
1.09305,1.09445,1.0924,1.0935,0.00205,-0.00035,0.0,-0.0003,0.00045,0.0003,29
1.0935,1.0937,1.0915,1.09185,0.0022,0.00045,-0.00075,-0.0009,-0.00165,0.00015,29
1.0916,1.09175,1.08965,1.08985,0.0021,5e-05,-0.00025,-0.0018,-0.00175,0.00155,29
1.09145,1.09145,1.09065,1.09065,0.0008,5e-05,-0.00025,-0.0006,-0.0008,0.00035,29
1.09035,1.0912,1.0903,1.0912,0.0009,-0.0003,0.00035,0.0001,0.00085,0.00025,29
1.0912,1.09185,1.09105,1.09165,0.0008,0.00085,0.00065,0.00075,0.00045,-0.0001,29
1.09165,1.09165,1.09105,1.0911,0.0006,0.00045,-0.0002,0.0,-0.00055,-0.0002,29
1.0911,1.0914,1.091,1.0911,0.0004,-0.00055,-0.00025,-5e-05,0.0,-0.0002,29
1.0911,1.0914,1.091,1.0911,0.0004,-0.00055,-0.00025,-5e-05,0.0,-0.0002,29
1.09165,1.0917,1.0913,1.0916,0.0004,5e-05,-5e-05,-0.0002,-5e-05,0.00015,29
1.09205,1.0923,1.092,1.0921,0.0003,0.00055,0.00015,0.0005,5e-05,-0.00035,29
1.0892,1.08935,1.08905,1.0893,0.0003,-0.00025,-0.0001,0.0,0.0001,-0.0001,38
1.0893,1.08935,1.089,1.0891,0.00035,0.0001,0.0,-5e-05,-0.0002,5e-05,38
1.0891,1.08915,1.089,1.08905,0.00015,-0.0002,-0.0002,0.0,-5e-05,-0.0002,38
1.0888,1.08945,1.0886,1.0887,0.00085,0.0002,0.00055,0.0001,-0.0001,0.00045,38
1.08945,1.08985,1.0892,1.0896,0.00065,0.00075,0.0004,0.00075,0.00015,-0.00035,38
1.0896,1.0896,1.089,1.08925,0.0006,0.00015,-0.00025,-0.0002,-0.00035,-5e-05,38
1.09165,1.092,1.0913,1.09175,0.0007,0.0007,-0.0001,0.00045,0.0001,-0.00055,38
1.09165,1.092,1.0913,1.09175,0.0007,0.0007,-0.0001,0.00045,0.0001,-0.00055,38
1.09145,1.0916,1.09115,1.09145,0.00045,-0.0005,-0.00035,-0.00015,0.0,-0.0002,38
1.09155,1.09195,1.09135,1.0917,0.0006,5e-05,0.00025,5e-05,0.00015,0.0002,38
1.0935,1.094,1.0934,1.09385,0.0006,0.0001,0.00035,0.0002,0.00035,0.00015,38
1.09385,1.09415,1.09355,1.09365,0.0006,0.00035,0.00015,0.00015,-0.0002,0.0,38
1.08715,1.0875,1.08605,1.08615,0.00145,-0.0001,-0.0004,-0.001,-0.001,0.0006,38
1.0883,1.08915,1.0879,1.08895,0.00125,-0.00085,-5e-05,-0.0003,0.00065,0.00025,38
1.08895,1.0897,1.0885,1.08855,0.0012,0.00065,0.00055,0.0006,-0.0004,-5e-05,38
1.08855,1.08895,1.08835,1.08875,0.0006,-0.0004,-0.00075,-0.00015,0.0002,-0.0006,38
1.08875,1.08875,1.0879,1.08815,0.00085,0.0002,-0.0002,-0.00045,-0.0006,0.00025,38
1.08815,1.0886,1.08805,1.08805,0.00055,-0.0006,-0.00015,0.00015,-0.0001,-0.0003,38
1.08795,1.088,1.08765,1.0879,0.00035,-0.0001,-0.0004,-0.00025,-5e-05,-0.00015,38
1.0879,1.08795,1.0876,1.0876,0.00035,-5e-05,-5e-05,-5e-05,-0.0003,0.0,38
1.08725,1.0873,1.08695,1.0871,0.00035,0.0,-5e-05,-0.00015,-0.00015,0.0001,38
1.0871,1.08725,1.08695,1.0872,0.0003,-0.00015,-5e-05,0.0,0.0001,-5e-05,38
1.08725,1.0873,1.08685,1.087,0.00045,-5e-05,-0.0001,-0.00025,-0.00025,0.00015,1
1.087,1.0871,1.0868,1.087,0.0003,-0.00025,-0.0002,-5e-05,0.0,-0.00015,1
1.087,1.08715,1.0867,1.0869,0.00045,0.0,5e-05,-0.0001,-0.0001,0.00015,1
1.0869,1.0873,1.08685,1.08725,0.00045,-0.0001,0.00015,0.00015,0.00035,0.0,1
1.08725,1.08755,1.08715,1.0874,0.0004,0.00035,0.00025,0.0003,0.00015,-5e-05,1
1.08725,1.08755,1.08715,1.0874,0.0004,0.00035,0.00025,0.0003,0.00015,-5e-05,1
1.0874,1.08755,1.0868,1.08695,0.00075,0.00015,0.0,-0.00035,-0.00045,0.00035,1
1.08695,1.087,1.086,1.0864,0.001,-0.00045,-0.00055,-0.0008,-0.00055,0.00025,1
1.0864,1.0865,1.08565,1.0859,0.00085,-0.00055,-0.0005,-0.00035,-0.0005,-0.00015,1
1.0859,1.08665,1.0859,1.0864,0.00075,-0.0005,0.00015,0.00025,0.0005,-0.0001,1
1.0864,1.0865,1.08585,1.0864,0.00065,0.0005,-0.00015,-5e-05,0.0,-0.0001,1
1.0864,1.0866,1.08555,1.0863,0.00105,0.0,0.0001,-0.0003,-0.0001,0.0004,1
1.0863,1.08695,1.08605,1.0868,0.0009,-0.0001,0.00035,0.0005,0.0005,-0.00015,1
1.08515,1.0855,1.08415,1.0844,0.00135,-0.0005,-0.0002,-0.00085,-0.00075,0.00065,1
1.0841,1.08445,1.0839,1.0844,0.00055,0.0002,-5e-05,0.0003,0.0003,-0.00035,1
1.0846,1.0847,1.08425,1.0844,0.00045,-0.0001,-0.00025,-0.00025,-0.0002,-0.0,1
1.0844,1.0845,1.0841,1.08425,0.0004,-0.0002,-0.0002,-0.00015,-0.00015,-5e-05,1
1.08425,1.08475,1.0842,1.0847,0.00055,-0.00015,0.00025,0.0001,0.00045,0.00015,1
1.0847,1.0854,1.0846,1.08535,0.0008,0.00045,0.00065,0.0004,0.00065,0.00025,1
1.08535,1.0855,1.0849,1.0853,0.0006,0.00065,0.0001,0.0003,-5e-05,-0.0002,1
1.0853,1.08545,1.0849,1.0851,0.00055,-5e-05,-5e-05,0.0,-0.0002,-5e-05,1
1.0851,1.08555,1.08505,1.08535,0.0005,-0.0002,0.0001,0.00015,0.00025,-5e-05,1
1.08535,1.08595,1.08525,1.08535,0.0007,0.00025,0.0004,0.0002,0.0,0.0002,1
1.08535,1.0873,1.0853,1.08705,0.002,0.0,0.00135,5e-05,0.0017,0.0013,1
1.08705,1.08765,1.0868,1.0872,0.00085,0.0017,0.00035,0.0015,0.00015,-0.00115,1
1.0872,1.0894,1.0872,1.089,0.0022,0.00015,0.00175,0.0004,0.0018,0.00135,1
1.089,1.0898,1.0888,1.0897,0.001,0.0018,0.0004,0.0016,0.0007,-0.0012,1
1.0897,1.0905,1.08965,1.09045,0.00085,0.0007,0.0007,0.00085,0.00075,-0.00015,1
1.09045,1.091,1.09035,1.0907,0.00065,0.00075,0.0005,0.0007,0.00025,-0.0002,1
1.0907,1.0914,1.08965,1.09105,0.00175,0.00025,0.0004,-0.0007,0.00035,0.0011,1
1.09105,1.0917,1.0909,1.09145,0.0008,0.00035,0.0003,0.00125,0.0004,-0.00095,1
