open,high,low,close,range,m.open,m.high,m.low,m.close,m.range,tal
1.09145,1.0927,1.0913,1.09255,0.0014,0.0004,0.001,0.0004,0.0011,0.0006,1
1.09145,1.0927,1.0913,1.09255,0.0014,0.0004,0.001,0.0004,0.0011,0.0006,1
1.09255,1.0932,1.0922,1.0924,0.001,0.0011,0.0005,0.0009,-0.00015,-0.0004,1
1.09255,1.0932,1.0922,1.0924,0.001,0.0011,0.0005,0.0009,-0.00015,-0.0004,1
1.0924,1.09285,1.09145,1.0921,0.0014,-0.00015,-0.00035,-0.00075,-0.0003,0.0004,1
1.0921,1.0926,1.09085,1.09105,0.00175,-0.0003,-0.00025,-0.0006,-0.00105,0.00035,1
1.09155,1.09195,1.09115,1.0919,0.0008,0.00015,0.00035,5e-05,0.00035,0.0003,1
1.0919,1.09225,1.09135,1.09135,0.0009,0.00035,0.0003,0.0002,-0.00055,0.0001,1
1.09135,1.0918,1.0913,1.09135,0.0005,-0.00055,-0.00045,-5e-05,0.0,-0.0004,1
1.09135,1.09185,1.09135,1.09135,0.0005,0.0,5e-05,5e-05,0.0,0.0,1
1.09135,1.09185,1.0912,1.09185,0.00065,0.0,0.0,-0.00015,0.0005,0.00015,1
1.0912,1.0914,1.0911,1.0913,0.0003,0.00045,0.00015,0.0004,0.0001,-0.00025,1
1.0913,1.09145,1.09125,1.09145,0.0002,0.0001,5e-05,0.00015,0.00015,-0.0001,1
1.09145,1.09165,1.0913,1.0916,0.00035,0.00015,0.0002,5e-05,0.00015,0.00015,1
1.0916,1.09165,1.0914,1.09145,0.00025,0.00015,0.0,0.0001,-0.00015,-0.0001,1
1.0916,1.09165,1.0914,1.09145,0.00025,0.00015,0.0,0.0001,-0.00015,-0.0001,1
1.09145,1.09185,1.09145,1.09175,0.0004,-0.00015,0.0002,5e-05,0.0003,0.00015,1
1.09145,1.09185,1.09145,1.09175,0.0004,-0.00015,0.0002,5e-05,0.0003,0.00015,1
1.09175,1.09175,1.09155,1.09165,0.0002,0.0003,-0.0001,0.0001,-0.0001,-0.0002,1
1.09175,1.09175,1.09155,1.09165,0.0002,0.0003,-0.0001,0.0001,-0.0001,-0.0002,1
1.09165,1.0917,1.0914,1.0916,0.0003,-0.0001,-5e-05,-0.00015,-5e-05,0.0001,1
1.0916,1.09185,1.09145,1.09145,0.0004,-5e-05,0.00015,5e-05,-0.00015,0.0001,1
1.09145,1.09145,1.0903,1.09035,0.00115,-0.00015,-0.0004,-0.00115,-0.0011,0.00075,1
1.08945,1.08945,1.08885,1.0893,0.0006,-0.0009,-0.00125,-0.00045,-0.00015,-0.0008,1
1.0893,1.0893,1.0888,1.089,0.0005,-0.00015,-0.00015,-5e-05,-0.0003,-0.0001,1
1.089,1.0895,1.08895,1.08905,0.00055,-0.0003,0.0002,0.00015,5e-05,5e-05,1
1.08805,1.08805,1.087,1.0875,0.00105,0.0,-0.0003,-0.0008,-0.00055,0.0005,1
1.0875,1.0885,1.0873,1.08845,0.0012,-0.00055,0.00045,0.0003,0.00095,0.00015,1
1.08875,1.0889,1.0884,1.0887,0.0005,0.0003,5e-05,0.0002,-5e-05,-0.00015,1
1.0887,1.0889,1.08835,1.08865,0.00055,-5e-05,0.0,-5e-05,-5e-05,5e-05,1
1.08865,1.08915,1.08865,1.0889,0.0005,-5e-05,0.00025,0.0003,0.00025,-5e-05,1
1.0889,1.08905,1.0888,1.0888,0.00025,0.00025,-0.0001,0.00015,-0.0001,-0.00025,1
1.0889,1.08905,1.0888,1.0888,0.00025,0.00025,-0.0001,0.00015,-0.0001,-0.00025,1
1.0888,1.08885,1.0878,1.08785,0.00105,-0.0001,-0.0002,-0.001,-0.00095,0.0008,1
1.0888,1.08885,1.0878,1.08785,0.00105,-0.0001,-0.0002,-0.001,-0.00095,0.0008,1
1.08785,1.0892,1.0876,1.089,0.0016,-0.00095,0.00035,-0.0002,0.00115,0.00055,1
1.08865,1.08885,1.08845,1.08855,0.0004,-0.00035,-0.00045,0.0003,-0.0001,-0.00075,1
1.0896,1.0896,1.089,1.0892,0.0006,0.00105,0.0,0.00045,-0.0004,-0.00045,1
1.0892,1.09035,1.0887,1.09035,0.00165,-0.0004,0.00075,-0.0003,0.00115,0.00105,1
1.09035,1.0905,1.0895,1.0895,0.001,0.00115,0.00015,0.0008,-0.00085,-0.00065,1
1.0895,1.08985,1.0893,1.08975,0.00055,-0.00085,-0.00065,-0.0002,0.00025,-0.00045,1
1.08975,1.09,1.08925,1.0899,0.00075,0.00025,0.00015,-5e-05,0.00015,0.0002,1
1.0899,1.0902,1.08955,1.0897,0.00065,0.00015,0.0002,0.0003,-0.0002,-0.0001,1
1.0897,1.09035,1.0894,1.09005,0.00095,-0.0002,0.00015,-0.00015,0.00035,0.0003,1
1.09005,1.0907,1.0898,1.09055,0.0009,0.00035,0.00035,0.0004,0.0005,-5e-05,1
1.09055,1.09105,1.09055,1.0909,0.0005,0.0005,0.00035,0.00075,0.00035,-0.0004,1
1.0909,1.09115,1.09045,1.09075,0.0007,0.00035,0.0001,-0.0001,-0.00015,0.0002,1
1.09075,1.0915,1.0907,1.09135,0.0008,-0.00015,0.00035,0.00025,0.0006,0.0001,1
1.09075,1.0915,1.0907,1.09135,0.0008,-0.00015,0.00035,0.00025,0.0006,0.0001,1
1.09135,1.0917,1.09075,1.0912,0.00095,0.0006,0.0002,5e-05,-0.00015,0.00015,1
1.09135,1.0917,1.09075,1.0912,0.00095,0.0006,0.0002,5e-05,-0.00015,0.00015,1
1.0912,1.09205,1.09105,1.0914,0.001,-0.00015,0.00035,0.0003,0.0002,5e-05,1
1.0912,1.09205,1.09105,1.0914,0.001,-0.00015,0.00035,0.0003,0.0002,5e-05,1
1.0914,1.0934,1.0914,1.09175,0.002,0.0002,0.00135,0.00035,0.00035,0.001,1
1.09175,1.09175,1.09085,1.09095,0.0009,0.00035,-0.00165,-0.00055,-0.0008,-0.0011,1
1.09095,1.0911,1.0906,1.091,0.0005,-0.0008,-0.00065,-0.00025,5e-05,-0.0004,1
1.091,1.0914,1.09095,1.0914,0.00045,0.0003,0.0004,0.00075,0.0004,-0.00035,1
1.09185,1.0923,1.0918,1.0918,0.0005,0.00045,0.0004,0.00135,-5e-05,-0.00095,1
1.0918,1.09215,1.0915,1.09195,0.00065,-5e-05,-0.00015,-0.0003,0.00015,0.00015,1
1.09195,1.09195,1.09135,1.0917,0.0006,0.00015,-0.0002,-0.00015,-0.00025,-5e-05,1
1.09195,1.09195,1.09135,1.0917,0.0006,0.00015,-0.0002,-0.00015,-0.00025,-5e-05,1
1.0917,1.092,1.09145,1.09165,0.00055,-0.00025,5e-05,0.0001,-5e-05,-5e-05,1
1.0917,1.092,1.09145,1.09165,0.00055,-0.00025,5e-05,0.0001,-5e-05,-5e-05,1
1.09165,1.09195,1.09155,1.09155,0.0004,-5e-05,-5e-05,0.0001,-0.0001,-0.00015,1
1.09165,1.09195,1.09155,1.09155,0.0004,-5e-05,-5e-05,0.0001,-0.0001,-0.00015,1
1.09135,1.0916,1.0913,1.09145,0.0003,-0.0002,-5e-05,0.00015,0.0001,-0.0002,1
1.09085,1.0913,1.09085,1.0912,0.00045,-0.0004,0.0,0.0,0.00035,0.0,1
1.09075,1.09075,1.09045,1.09045,0.0003,0.00015,-0.0002,-0.0001,-0.0003,-0.0001,1
1.09045,1.0905,1.09035,1.0904,0.00015,-0.0003,-0.00025,-0.0001,-5e-05,-0.00015,1
1.09045,1.0905,1.09035,1.0904,0.00015,-0.0003,-0.00025,-0.0001,-5e-05,-0.00015,1
1.0904,1.09055,1.09035,1.09045,0.0002,-5e-05,5e-05,0.0,5e-05,5e-05,1
1.09045,1.09045,1.09025,1.09045,0.0002,5e-05,-0.0001,-0.0001,0.0,0.0,1
1.09045,1.09045,1.09005,1.09005,0.0004,0.0,0.0,-0.0002,-0.0004,0.0002,1
1.08985,1.08985,1.0894,1.0894,0.00045,-0.0002,-0.00025,-0.0004,-0.00045,0.00015,1
1.0894,1.0898,1.0894,1.0898,0.0004,-0.00045,-5e-05,0.0,0.0004,-5e-05,1
1.08955,1.0902,1.08955,1.0901,0.00065,-0.00025,0.00025,5e-05,0.00055,0.0002,1
1.0901,1.09075,1.09005,1.09075,0.0007,0.00055,0.00055,0.0005,0.00065,5e-05,1
1.09075,1.0913,1.09075,1.0911,0.00055,0.00065,0.00055,0.0007,0.00035,-0.00015,1
1.0911,1.0915,1.09085,1.0915,0.00065,0.00035,0.0002,0.0001,0.0004,0.0001,1
1.0915,1.0915,1.09085,1.09115,0.00065,0.0004,0.0,0.0,-0.00035,0.0,1
1.0915,1.0915,1.09085,1.09115,0.00065,0.0004,0.0,0.0,-0.00035,0.0,1
1.09115,1.0912,1.0908,1.09085,0.0004,-0.00035,-0.0003,-5e-05,-0.0003,-0.00025,1
1.09115,1.0912,1.0908,1.09085,0.0004,-0.00035,-0.0003,-5e-05,-0.0003,-0.00025,1
1.09085,1.09095,1.0896,1.0901,0.00135,-0.0003,-0.00025,-0.0012,-0.00075,0.00095,1
1.0903,1.09045,1.08975,1.09005,0.0007,0.0002,-0.0001,-5e-05,-0.00025,-5e-05,1
1.09005,1.09035,1.0898,1.0898,0.00055,-0.00025,-0.0001,5e-05,-0.00025,-0.00015,1
1.0895,1.0899,1.0892,1.08955,0.0007,-0.0003,-0.0004,-0.0002,5e-05,-0.0002,1
1.08955,1.0901,1.08945,1.09005,0.00065,5e-05,0.0002,0.00025,0.0005,-5e-05,1
1.09005,1.0903,1.08995,1.0902,0.00035,0.0005,0.0002,0.0005,0.00015,-0.0003,1
1.0902,1.0903,1.08985,1.09015,0.00045,0.00015,0.0,-0.0001,-5e-05,0.0001,1
1.09015,1.0902,1.08965,1.08985,0.00055,-5e-05,-0.0001,-0.0002,-0.0003,0.0001,1
1.08985,1.09005,1.08955,1.09,0.0005,-0.0003,-0.00015,-0.0001,0.00015,-5e-05,1
1.09,1.09015,1.08985,1.09,0.0003,0.00015,0.0001,0.0003,0.0,-0.0002,1
1.09,1.09015,1.08985,1.09,0.0003,0.00015,0.0001,0.0003,0.0,-0.0002,1
1.09,1.0904,1.09,1.09025,0.0004,0.0,0.00025,0.00015,0.00025,0.0001,1
1.09025,1.0904,1.08955,1.0896,0.00085,0.00025,0.0,-0.00045,-0.00065,0.00045,1
1.0896,1.0898,1.08905,1.0891,0.00075,-0.00065,-0.0006,-0.0005,-0.0005,-0.0001,1
1.0896,1.0898,1.08905,1.0891,0.00075,-0.00065,-0.0006,-0.0005,-0.0005,-0.0001,1
1.0896,1.09005,1.08955,1.09,0.0005,0.0005,0.0004,0.0006,0.0004,-0.0002,1
1.08985,1.09,1.08935,1.0899,0.00065,-0.00015,-0.0002,-0.00045,5e-05,0.00025,1
1.0899,1.09,1.0896,1.08985,0.0004,5e-05,0.0,0.00025,-5e-05,-0.00025,1
1.08985,1.08995,1.08965,1.08985,0.0003,-5e-05,-5e-05,5e-05,0.0,-0.0001,1
1.08985,1.0901,1.0898,1.09005,0.0003,0.0,0.00015,0.00015,0.0002,-0.0,1
1.08985,1.0901,1.0898,1.09005,0.0003,0.0,0.00015,0.00015,0.0002,-0.0,1
1.09005,1.0901,1.0896,1.08985,0.0005,0.0002,0.0,-0.0002,-0.0002,0.0002,1
1.08995,1.0901,1.08975,1.08985,0.00035,0.0001,5e-05,0.0,-0.0001,5e-05,1
1.08985,1.09005,1.08965,1.09,0.0004,-0.0001,-5e-05,-0.0001,0.00015,5e-05,1
1.09,1.09025,1.0899,1.0902,0.00035,0.00015,0.0002,0.00025,0.0002,-5e-05,1
1.09005,1.0903,1.08985,1.0902,0.00045,-0.00055,-0.00045,0.0,0.00015,-0.00045,1
1.09,1.09005,1.08965,1.09,0.0004,-0.00015,-0.0001,-0.0001,0.0,0.0,1
1.09,1.09015,1.0899,1.0901,0.00025,0.0,0.0001,0.00025,0.0001,-0.00015,1
1.08925,1.0896,1.08925,1.08945,0.00035,-0.0001,5e-05,5e-05,0.0002,0.0,1
1.08945,1.0897,1.08935,1.0897,0.00035,0.0002,0.0001,0.0001,0.00025,0.0,1
1.0894,1.0896,1.08935,1.0895,0.00025,-0.0001,5e-05,5e-05,0.0001,0.0,1
1.0895,1.0896,1.08945,1.0895,0.00015,0.0001,0.0,0.0001,0.0,-0.0001,1
1.0876,1.0876,1.0868,1.0869,0.0008,-0.0001,-0.0001,-0.0007,-0.0007,0.0006,4
1.0878,1.0884,1.08775,1.08815,0.00065,0.0004,0.0006,0.0004,0.00035,0.0002,4
1.08815,1.08845,1.08775,1.088,0.0007,0.00035,5e-05,0.0,-0.00015,5e-05,4
1.088,1.08805,1.0873,1.08745,0.00075,-0.00015,-0.0004,-0.00045,-0.00055,5e-05,4
1.08745,1.0882,1.08715,1.0881,0.00105,-0.00055,0.00015,-0.00015,0.00065,0.0003,4
1.08825,1.09035,1.08825,1.0902,0.0021,0.00015,0.00145,0.00015,0.00195,0.0013,4
1.0902,1.0908,1.0898,1.08995,0.001,0.00195,0.00045,0.00155,-0.00025,-0.0011,4
1.08995,1.0902,1.08955,1.0897,0.00065,-0.00025,-0.0006,-0.00025,-0.00025,-0.00035,4
1.08995,1.0902,1.08955,1.0897,0.00065,-0.00025,-0.0006,-0.00025,-0.00025,-0.00035,4
1.0897,1.0897,1.08855,1.0887,0.00115,-0.00025,-0.0005,-0.001,-0.001,0.0005,4
1.0897,1.0897,1.08855,1.0887,0.00115,-0.00025,-0.0005,-0.001,-0.001,0.0005,4
1.0887,1.0887,1.08665,1.0877,0.00205,-0.001,-0.001,-0.0019,-0.001,0.0009,4
1.0877,1.08845,1.08745,1.0881,0.001,-0.001,-0.00025,0.0008,0.0004,-0.00105,4
1.0888,1.0893,1.0881,1.0881,0.0012,-0.00045,-0.0001,-0.00065,-0.0007,0.00055,4
1.0881,1.08915,1.08755,1.08895,0.0016,-0.0007,-0.00015,-0.00055,0.00085,0.0004,4
1.0881,1.08915,1.08755,1.08895,0.0016,-0.0007,-0.00015,-0.00055,0.00085,0.0004,4
1.08895,1.0895,1.0887,1.08935,0.0008,0.00085,0.00035,0.00115,0.0004,-0.0008,4
1.08895,1.0895,1.0887,1.08935,0.0008,0.00085,0.00035,0.00115,0.0004,-0.0008,4
1.08935,1.0896,1.08895,1.08945,0.00065,0.0004,0.0001,0.00025,0.0001,-0.00015,4
1.08935,1.0896,1.08895,1.08945,0.00065,0.0004,0.0001,0.00025,0.0001,-0.00015,4
1.08945,1.0895,1.08855,1.08875,0.00095,0.0001,-0.0001,-0.0004,-0.0007,0.0003,4
1.08875,1.089,1.0884,1.0885,0.0006,-0.0007,-0.0005,-0.00015,-0.00025,-0.00035,4
1.08875,1.089,1.0884,1.0885,0.0006,-0.0007,-0.0005,-0.00015,-0.00025,-0.00035,4
1.0885,1.0888,1.08815,1.0883,0.00065,-0.00025,-0.0002,-0.00025,-0.0002,5e-05,4
1.0883,1.0883,1.08775,1.0878,0.00055,-0.0002,-0.0005,-0.0004,-0.0005,-0.0001,4
1.0878,1.08815,1.0878,1.08795,0.00035,-0.0005,-0.00015,5e-05,0.00015,-0.0002,4
1.0882,1.08825,1.0879,1.08795,0.00035,0.0002,0.0,0.00035,-0.00025,-0.00035,4
1.08795,1.08805,1.08755,1.0879,0.0005,-0.00025,-0.0002,-0.00035,-5e-05,0.00015,4
1.0879,1.0889,1.0879,1.08875,0.001,-5e-05,0.00085,0.00035,0.00085,0.0005,4
1.08875,1.0899,1.08865,1.08985,0.00125,0.00085,0.001,0.00075,0.0011,0.00025,4
1.08985,1.0902,1.08925,1.08945,0.00095,0.0011,0.0003,0.0006,-0.0004,-0.0003,4
1.08945,1.09,1.08925,1.08965,0.00075,-0.0004,-0.0002,0.0,0.0002,-0.0002,4
1.08965,1.09015,1.08955,1.08955,0.0006,0.0002,0.00015,0.0003,-0.0001,-0.00015,4
1.08965,1.09015,1.08955,1.08955,0.0006,0.0002,0.00015,0.0003,-0.0001,-0.00015,4
1.08955,1.08995,1.08905,1.08905,0.0009,-0.0001,-0.0002,-0.0005,-0.0005,0.0003,4
1.08955,1.08995,1.08905,1.08905,0.0009,-0.0001,-0.0002,-0.0005,-0.0005,0.0003,4
1.08905,1.0894,1.08855,1.0892,0.00085,-0.0005,-0.00055,-0.0005,0.00015,-5e-05,4
1.0892,1.08955,1.0882,1.0886,0.00135,0.00015,0.00015,-0.00035,-0.0006,0.0005,4
1.0886,1.0891,1.0878,1.08805,0.0013,-0.0006,-0.00045,-0.0004,-0.00055,-5e-05,4
1.08805,1.0883,1.08705,1.0873,0.00125,-0.00055,-0.0008,-0.00075,-0.00075,-5e-05,4
1.0873,1.08745,1.0867,1.0874,0.00075,-0.00075,-0.00085,-0.00035,0.0001,-0.0005,4
1.0874,1.0875,1.0868,1.0874,0.0007,0.0001,5e-05,0.0001,0.0,-5e-05,4
1.0874,1.08765,1.0865,1.08665,0.00115,0.0,-0.0001,-0.00075,-0.00075,0.00065,4
1.08665,1.08695,1.0865,1.08675,0.00045,-0.00075,-0.0007,0.0,0.0001,-0.0007,4
1.08675,1.08675,1.0861,1.08625,0.00065,0.0001,-0.0002,-0.0004,-0.0005,0.0002,4
1.08675,1.08675,1.0861,1.08625,0.00065,0.0001,-0.0002,-0.0004,-0.0005,0.0002,4
1.08625,1.08655,1.08605,1.0864,0.0005,-0.0005,-0.0002,-5e-05,0.00015,-0.00015,4
1.0863,1.0865,1.0859,1.0861,0.0006,-0.0001,0.0,-0.0003,-0.0002,0.0003,4
1.0861,1.0863,1.0859,1.0862,0.0004,-0.0002,-0.0002,0.0,0.0001,-0.0002,4
1.0862,1.0864,1.08595,1.086,0.00045,0.0001,0.0001,5e-05,-0.0002,5e-05,4
1.086,1.0861,1.08585,1.0859,0.00025,-0.0002,-0.0003,-0.0001,-0.0001,-0.0002,4
1.086,1.0861,1.08585,1.0859,0.00025,-0.0002,-0.0003,-0.0001,-0.0001,-0.0002,4
1.0859,1.08605,1.08585,1.086,0.0002,-0.0001,-5e-05,0.0,0.0001,-5e-05,4
1.0859,1.08605,1.08585,1.086,0.0002,-0.0001,-5e-05,0.0,0.0001,-5e-05,4
1.086,1.08655,1.08595,1.08605,0.0006,0.0001,0.0005,0.0001,5e-05,0.0004,4
1.08605,1.08605,1.0853,1.08545,0.00075,5e-05,-0.0005,-0.00065,-0.0006,0.00015,4
1.0853,1.0866,1.0852,1.0864,0.0014,0.0,0.0013,0.00065,0.0011,0.00065,40
1.0864,1.0869,1.086,1.08675,0.0009,0.0011,0.0003,0.0008,0.00035,-0.0005,40
1.08695,1.08885,1.0869,1.0887,0.00195,0.0008,0.0019,0.00075,0.00175,0.00115,40
1.0887,1.089,1.08835,1.0886,0.00065,0.00175,0.00015,0.00145,-0.0001,-0.0013,40
1.08945,1.0898,1.089,1.0896,0.0008,0.0007,0.0003,0.00065,0.00015,-0.00035,40
1.08955,1.09005,1.0891,1.0897,0.00095,-5e-05,0.0003,-5e-05,0.00015,0.00035,40
1.08695,1.08765,1.0865,1.0874,0.00115,-0.001,-0.0005,0.00065,0.00045,-0.00115,40
1.0874,1.0885,1.0867,1.087,0.0018,0.00045,0.00085,0.0002,-0.0004,0.00065,40
1.0874,1.0885,1.0867,1.087,0.0018,0.00045,0.00085,0.0002,-0.0004,0.00065,40
1.087,1.0888,1.087,1.0886,0.0018,-0.0004,0.0003,0.0003,0.0016,-0.0,40
1.08765,1.0886,1.0869,1.0884,0.0017,-0.00095,-0.0002,-0.00065,0.00075,0.00045,40
1.0845,1.08475,1.08335,1.084,0.0014,-0.0011,-0.0013,-0.00085,-0.0005,-0.00045,40
1.084,1.08745,1.0838,1.0868,0.00365,-0.0005,0.0027,0.00045,0.0028,0.00225,40
1.084,1.08745,1.0838,1.0868,0.00365,-0.0005,0.0027,0.00045,0.0028,0.00225,40
1.0868,1.08705,1.08635,1.0867,0.0007,0.0028,-0.0004,0.00255,-0.0001,-0.00295,40
1.0867,1.08695,1.0859,1.08605,0.00105,-0.0001,-0.0001,-0.00045,-0.00065,0.00035,40
1.08605,1.08785,1.08585,1.0869,0.002,-0.00065,0.0009,-5e-05,0.00085,0.00095,40
1.0869,1.08735,1.0865,1.08725,0.00085,0.00085,-0.0005,0.00065,0.00035,-0.00115,40
1.08725,1.0886,1.08725,1.08775,0.00135,0.00035,0.00125,0.00075,0.0005,0.0005,40
1.08775,1.08785,1.0871,1.08715,0.00075,0.0005,-0.00075,-0.00015,-0.0006,-0.0006,40
1.08725,1.0877,1.08725,1.08765,0.00045,-0.0002,0.0,0.00015,0.0004,-0.00015,40
1.08765,1.08805,1.0876,1.08795,0.00045,0.0004,0.00035,0.00035,0.0003,0.0,40
1.08795,1.08825,1.08765,1.0879,0.0006,0.0003,0.0002,5e-05,-5e-05,0.00015,40
1.08785,1.08805,1.08775,1.0878,0.0003,-0.00035,-0.00025,-0.0001,-5e-05,-0.00015,40
1.08785,1.08805,1.08775,1.0878,0.0003,-0.00035,-0.00025,-0.0001,-5e-05,-0.00015,40
1.0887,1.0889,1.08865,1.0888,0.00025,-0.00035,-0.00015,-5e-05,0.0001,-0.0001,24
1.0888,1.08885,1.08855,1.08885,0.0003,0.0001,-5e-05,-0.0001,5e-05,5e-05,24
1.08885,1.08925,1.08885,1.08925,0.0004,5e-05,0.0004,0.0003,0.0004,0.0001,24
1.08925,1.0895,1.08915,1.08945,0.00035,0.0004,0.00025,0.0003,0.0002,-5e-05,24
1.08945,1.08955,1.0891,1.0891,0.00045,0.0002,5e-05,-5e-05,-0.00035,0.0001,24
1.0891,1.08965,1.08905,1.0895,0.0006,-0.00035,0.0001,-5e-05,0.0004,0.00015,24
1.0895,1.08955,1.0892,1.08925,0.00035,0.0004,-0.0001,0.00015,-0.00025,-0.00025,24
1.08925,1.08935,1.0891,1.08925,0.00025,-0.00025,-0.0002,-0.0001,0.0,-0.0001,24
1.08925,1.0894,1.08865,1.08875,0.00075,0.0,5e-05,-0.00045,-0.0005,0.0005,24
1.08875,1.09005,1.0887,1.08975,0.00135,-0.0005,0.00065,5e-05,0.001,0.0006,24
1.0892,1.0895,1.08915,1.0893,0.00035,-0.00055,-0.0003,0.0001,0.0001,-0.0004,24
1.0893,1.08935,1.0881,1.0883,0.00125,0.0001,-0.00015,-0.00105,-0.001,0.0009,24
1.0883,1.0891,1.08795,1.08855,0.00115,-0.001,-0.00025,-0.00015,0.00025,-0.0001,24
1.08855,1.0889,1.08775,1.08815,0.00115,0.00025,-0.0002,-0.0002,-0.0004,0.0,24
1.08815,1.0888,1.08805,1.0882,0.00075,-0.0004,-0.0001,0.0003,5e-05,-0.0004,24
1.0882,1.08845,1.08715,1.0876,0.0013,5e-05,-0.00035,-0.0009,-0.0006,0.00055,24
1.0876,1.0876,1.08675,1.08715,0.00085,-0.0006,-0.00085,-0.0004,-0.00045,-0.00045,24
1.08715,1.0881,1.0867,1.0878,0.0014,-0.00045,0.0005,-5e-05,0.00065,0.00055,24
1.0878,1.0881,1.0876,1.0876,0.0005,0.00065,0.0,0.0009,-0.0002,-0.0009,24
1.0876,1.088,1.08735,1.0878,0.00065,-0.0002,-0.0001,-0.00025,0.0002,0.00015,24
1.0878,1.0885,1.0878,1.08815,0.0007,0.0002,0.0005,0.00045,0.00035,5e-05,24
1.08815,1.0882,1.0873,1.0874,0.0009,0.00035,-0.0003,-0.0005,-0.00075,0.0002,24
1.08805,1.08825,1.08785,1.08815,0.0004,-0.00045,-0.00055,-0.0001,0.0001,-0.00045,24
1.08815,1.0883,1.0878,1.0883,0.0005,0.0001,5e-05,-5e-05,0.00015,0.0001,24
1.0883,1.08965,1.08825,1.08945,0.0014,0.00015,0.00135,0.00045,0.00115,0.0009,24
1.08945,1.08955,1.0891,1.08925,0.00045,0.00115,-0.0001,0.00085,-0.0002,-0.00095,24
1.08925,1.08935,1.0889,1.08915,0.00045,-0.0002,-0.0002,-0.0002,-0.0001,0.0,24
1.09105,1.0925,1.0904,1.09115,0.0021,0.0016,-0.00065,0.0014,0.0001,-0.00205,24
1.09115,1.0913,1.08955,1.09085,0.00175,0.0001,-0.0012,-0.00085,-0.0003,-0.00035,24
1.09085,1.09135,1.09045,1.0908,0.0009,-0.0003,5e-05,0.0009,-5e-05,-0.00085,24
1.0908,1.0917,1.0905,1.09125,0.0012,-5e-05,0.00035,5e-05,0.00045,0.0003,24
1.09295,1.09485,1.0928,1.0948,0.00205,0.001,0.00185,0.00115,0.00185,0.0007,24
1.0948,1.0954,1.0943,1.0949,0.0011,0.00185,0.00055,0.0015,0.0001,-0.00095,24
1.0949,1.09525,1.09445,1.09495,0.0008,0.0001,-0.00015,0.00015,5e-05,-0.0003,24
1.09495,1.0952,1.09465,1.0949,0.00055,5e-05,-5e-05,0.0002,-5e-05,-0.00025,24
1.0967,1.09685,1.0965,1.09675,0.00035,0.0004,5e-05,0.0002,5e-05,-0.00015,24
1.09675,1.09695,1.09655,1.09695,0.0004,5e-05,0.0001,5e-05,0.0002,5e-05,24
1.09675,1.09695,1.09655,1.09695,0.0004,5e-05,0.0001,5e-05,0.0002,5e-05,24
